origin_id,destination_id,travel_time_min
dept_mme,hostel_b_block8,1.99
dept_mme,hostel_b_brahmagiri,2.81
dept_mme,hostel_b_mt1,1.7
dept_mme,hostel_b_mt2,2.06
dept_mme,hostel_b_mt3,2.42
dept_mme,hostel_b_shivalik,1.61
dept_mme,hostel_g_gh1,1.65
dept_mme,hostel_g_gh2,1.41
dept_mme,hostel_g_gh3,1.67
dept_mme,hostel_g_gh4,1.51
dept_mme,hostel_g_gh5,1.33
dept_mme,hostel_g_gh6,1.09
dept_mme,loc_lhc_a,0.74
dept_mme,loc_lhc_b,0.97
dept_mme,loc_main_building,0.32
dept_mme,loc_main_gate,0.72
dept_mme,mess_b1_karavali,2.71
dept_mme,mess_b2_aravali,3.15
dept_mme,mess_b3_vindhya,3.42
dept_mme,mess_b4_satpura,2.94
dept_mme,mess_b5_nilgiri,3.48
dept_mme,mess_b7_sahyadri,2.32
dept_mme,mess_b8_trishul,2.17
dept_mme,mess_gb,2.88
dept_mme,mess_mega,1.97
dept_mme,mess_pg_new_brahmagiri,2.99
dept_mme,mess_pg_pushpagiri,3.43
dept_mme,loc_suprabha_boys,2.54
dept_mme,loc_suprabha_girls,1.87
dept_physics,loc_boys_coop,0.52
dept_physics,loc_central_library,0.51
dept_physics,dept_chem,1.46
dept_physics,dept_chemistry,0.15
dept_physics,dept_civil,1.38
dept_physics,dept_cse,2.64
dept_physics,dept_ece,2.71
dept_physics,dept_eee,2.88
dept_physics,dept_hssm,0.08
dept_physics,dept_it,2.81
dept_physics,dept_macs,0.36
dept_physics,dept_mech,1.77
dept_physics,dept_mining,1.23
dept_physics,dept_mme,0.97
dept_physics,dept_physics,0.0
dept_physics,dept_wroe,1.71
dept_physics,loc_e_library,0.74
dept_physics,loc_girls_coop,2.66
dept_physics,hostel_b_block1,1.77
dept_physics,hostel_b_block2,2.21
dept_physics,hostel_b_block3,2.48
dept_physics,hostel_b_block4,2.0
dept_physics,hostel_b_block5,2.54
dept_physics,hostel_b_block6,2.49
dept_physics,hostel_b_block7,1.38
dept_physics,hostel_b_block8,1.23
dept_physics,hostel_b_brahmagiri,2.05
dept_physics,hostel_b_mt1,0.94
dept_physics,hostel_b_mt2,1.3
dept_physics,hostel_b_mt3,1.66
dept_physics,hostel_b_shivalik,0.85
dept_physics,hostel_g_gh1,2.16
dept_physics,hostel_g_gh2,1.92
dept_physics,hostel_g_gh3,2.2
dept_physics,hostel_g_gh4,2.36
dept_physics,hostel_g_gh5,2.3
dept_physics,hostel_g_gh6,2.06
dept_physics,loc_lhc_a,0.79
dept_physics,loc_lhc_b,0.72
dept_physics,loc_main_building,0.84
dept_physics,loc_main_gate,1.24
dept_physics,mess_b1_karavali,1.95
dept_physics,mess_b2_aravali,2.39
dept_physics,mess_b3_vindhya,2.66
dept_physics,mess_b4_satpura,2.18
dept_physics,mess_b5_nilgiri,2.72
dept_physics,mess_b7_sahyadri,1.56
dept_physics,mess_b8_trishul,1.41
dept_physics,mess_gb,2.12
dept_physics,mess_mega,1.21
dept_physics,mess_pg_new_brahmagiri,2.23
dept_physics,mess_pg_pushpagiri,2.67
dept_physics,loc_suprabha_boys,1.78
dept_physics,loc_suprabha_girls,2.84
dept_wroe,loc_boys_coop,2.02
dept_wroe,loc_central_library,1.2
dept_wroe,dept_chem,0.83
dept_wroe,dept_chemistry,1.86
dept_wroe,dept_civil,0.33
dept_wroe,dept_cse,1.73
dept_wroe,dept_ece,1.73
dept_wroe,dept_eee,1.9
dept_wroe,dept_hssm,1.63
dept_wroe,dept_it,1.83
dept_wroe,dept_macs,1.35
dept_wroe,dept_mech,0.52
dept_wroe,dept_mining,0.48
dept_wroe,dept_mme,1.2
dept_wroe,dept_physics,1.71
dept_wroe,dept_wroe,0.0
dept_wroe,loc_e_library,1.25
dept_wroe,loc_girls_coop,1.41
dept_wroe,hostel_b_block1,3.27
dept_wroe,hostel_b_block2,3.71
dept_wroe,hostel_b_block3,3.98
dept_wroe,hostel_b_block4,3.5
dept_wroe,hostel_b_block5,4.04
dept_wroe,hostel_b_block6,3.99
dept_wroe,hostel_b_block7,2.88
dept_wroe,hostel_b_block8,2.73
dept_wroe,hostel_b_brahmagiri,3.55
dept_wroe,hostel_b_mt1,2.44
dept_wroe,hostel_b_mt2,2.8
dept_wroe,hostel_b_mt3,3.16
dept_wroe,hostel_b_shivalik,2.35
dept_wroe,hostel_g_gh1,0.45
dept_wroe,hostel_g_gh2,0.69
dept_wroe,hostel_g_gh3,0.97
dept_wroe,hostel_g_gh4,1.13
dept_wroe,hostel_g_gh5,1.05
dept_wroe,hostel_g_gh6,0.81
dept_wroe,loc_lhc_a,1.48
dept_wroe,loc_lhc_b,1.71
dept_wroe,loc_main_building,0.88
dept_wroe,loc_main_gate,0.82
dept_wroe,mess_b1_karavali,3.45
dept_wroe,mess_b2_aravali,3.89
dept_wroe,mess_b3_vindhya,4.16
dept_wroe,mess_b4_satpura,3.68
dept_wroe,mess_b5_nilgiri,4.22
dept_wroe,mess_b7_sahyadri,3.06
dept_wroe,mess_b8_trishul,2.91
dept_wroe,mess_gb,3.62
dept_wroe,mess_mega,2.71
dept_wroe,mess_pg_new_brahmagiri,3.73
dept_wroe,mess_pg_pushpagiri,4.17
dept_wroe,loc_suprabha_boys,3.28
dept_wroe,loc_suprabha_girls,1.59
loc_e_library,loc_boys_coop,1.05
loc_e_library,loc_central_library,0.23
loc_e_library,dept_chem,0.72
loc_e_library,dept_chemistry,0.89
loc_e_library,dept_civil,0.92
loc_e_library,dept_cse,2.17
loc_e_library,dept_ece,2.24
loc_e_library,dept_eee,2.41
loc_e_library,dept_hssm,0.66
loc_e_library,dept_it,2.34
loc_e_library,dept_macs,0.38
loc_e_library,dept_mech,1.03
loc_e_library,dept_mining,0.77
loc_e_library,dept_mme,0.23
loc_e_library,dept_physics,0.74
loc_e_library,dept_wroe,1.25
loc_e_library,loc_e_library,0.0
loc_e_library,loc_girls_coop,1.92
loc_e_library,hostel_b_block1,2.3
loc_e_library,hostel_b_block2,2.74
loc_e_library,hostel_b_block3,3.01
loc_e_library,hostel_b_block4,2.53
loc_e_library,hostel_b_block5,3.07
loc_e_library,hostel_b_block6,3.02
loc_e_library,hostel_b_block7,1.91
loc_e_library,hostel_b_block8,1.76
loc_e_library,hostel_b_brahmagiri,2.58
loc_e_library,hostel_b_mt1,1.47
loc_e_library,hostel_b_mt2,1.83
loc_e_library,hostel_b_mt3,2.19
loc_e_library,hostel_b_shivalik,1.38
loc_e_library,hostel_g_gh1,1.7
loc_e_library,hostel_g_gh2,1.46
loc_e_library,hostel_g_gh3,1.74
loc_e_library,hostel_g_gh4,1.74
loc_e_library,hostel_g_gh5,1.56
loc_e_library,hostel_g_gh6,1.32
loc_e_library,loc_lhc_a,0.51
loc_e_library,loc_lhc_b,0.74
loc_e_library,loc_main_building,0.37
loc_e_library,loc_main_gate,0.77
loc_e_library,mess_b1_karavali,2.48
loc_e_library,mess_b2_aravali,2.92
loc_e_library,mess_b3_vindhya,3.19
loc_e_library,mess_b4_satpura,2.71
loc_e_library,mess_b5_nilgiri,3.25
loc_e_library,mess_b7_sahyadri,2.09
loc_e_library,mess_b8_trishul,1.94
loc_e_library,mess_gb,2.65
loc_e_library,mess_mega,1.74
loc_e_library,mess_pg_new_brahmagiri,2.76
loc_e_library,mess_pg_pushpagiri,3.2
loc_e_library,loc_suprabha_boys,2.31
loc_e_library,loc_suprabha_girls,2.1
loc_girls_coop,loc_boys_coop,2.97
loc_girls_coop,loc_central_library,2.15
loc_girls_coop,dept_chem,1.2
loc_girls_coop,dept_chemistry,2.81
loc_girls_coop,dept_civil,1.74
loc_girls_coop,dept_cse,3.14
loc_girls_coop,dept_ece,3.14
loc_girls_coop,dept_eee,3.31
loc_girls_coop,dept_hssm,2.58
loc_girls_coop,dept_it,3.24
loc_girls_coop,dept_macs,2.3
loc_girls_coop,dept_mech,0.89
loc_girls_coop,dept_mining,1.89
loc_girls_coop,dept_mme,1.69
loc_girls_coop,dept_physics,2.66
loc_girls_coop,dept_wroe,1.41
loc_girls_coop,loc_e_library,1.92
loc_girls_coop,loc_girls_coop,0.0
loc_girls_coop,hostel_b_block1,4.22
loc_girls_coop,hostel_b_block2,4.66
loc_girls_coop,hostel_b_block3,4.93
loc_girls_coop,hostel_b_block4,4.45
loc_girls_coop,hostel_b_block5,4.99
loc_girls_coop,hostel_b_block6,4.94
loc_girls_coop,hostel_b_block7,3.83
loc_girls_coop,hostel_b_block8,3.68
loc_girls_coop,hostel_b_brahmagiri,4.5
loc_girls_coop,hostel_b_mt1,3.39
loc_girls_coop,hostel_b_mt2,3.75
loc_girls_coop,hostel_b_mt3,4.11
loc_girls_coop,hostel_b_shivalik,3.3
loc_girls_coop,hostel_g_gh1,1.58
loc_girls_coop,hostel_g_gh2,1.34
loc_girls_coop,hostel_g_gh3,1.06
loc_girls_coop,hostel_g_gh4,0.9
loc_girls_coop,hostel_g_gh5,0.84
loc_girls_coop,hostel_g_gh6,0.6
loc_girls_coop,loc_lhc_a,2.43
loc_girls_coop,loc_lhc_b,2.66
loc_girls_coop,loc_main_building,2.01
loc_girls_coop,loc_main_gate,2.23
loc_girls_coop,mess_b1_karavali,4.4
loc_girls_coop,mess_b2_aravali,4.84
loc_girls_coop,mess_b3_vindhya,5.11
loc_girls_coop,mess_b4_satpura,4.63
loc_girls_coop,mess_b5_nilgiri,5.17
loc_girls_coop,mess_b7_sahyadri,4.01
loc_girls_coop,mess_b8_trishul,3.86
loc_girls_coop,mess_gb,4.57
loc_girls_coop,mess_mega,3.66
loc_girls_coop,mess_pg_new_brahmagiri,4.68
loc_girls_coop,mess_pg_pushpagiri,5.12
loc_girls_coop,loc_suprabha_boys,4.23
loc_girls_coop,loc_suprabha_girls,0.18
hostel_b_block1,loc_boys_coop,1.25
hostel_b_block1,loc_central_library,2.07
hostel_b_block1,dept_chem,3.02
hostel_b_block1,dept_chemistry,1.62
hostel_b_block1,dept_civil,2.94
hostel_b_block1,dept_cse,4.2
hostel_b_block1,dept_ece,4.27
hostel_b_block1,dept_eee,4.44
hostel_b_block1,dept_hssm,1.85
hostel_b_block1,dept_it,4.37
hostel_b_block1,dept_macs,1.92
hostel_b_block1,dept_mech,3.33
hostel_b_block1,dept_mining,2.79
hostel_b_block1,dept_mme,2.53
hostel_b_block1,dept_physics,1.77
hostel_b_block1,dept_wroe,3.27
hostel_b_block1,loc_e_library,2.3
hostel_b_block1,loc_girls_coop,4.22
hostel_b_block1,hostel_b_block1,0.0
hostel_b_block1,hostel_b_block2,0.44
hostel_b_block1,hostel_b_block3,0.98
hostel_b_block1,hostel_b_block4,1.46
hostel_b_block1,hostel_b_block5,2.0
hostel_b_block1,hostel_b_block6,0.72
hostel_b_block1,hostel_b_block7,0.39
hostel_b_block1,hostel_b_block8,1.96
hostel_b_block1,hostel_b_brahmagiri,0.28
hostel_b_block1,hostel_b_mt1,1.67
hostel_b_block1,hostel_b_mt2,2.03
hostel_b_block1,hostel_b_mt3,2.39
hostel_b_block1,hostel_b_shivalik,1.58
hostel_b_block1,hostel_g_gh1,3.72
hostel_b_block1,hostel_g_gh2,3.48
hostel_b_block1,hostel_g_gh3,3.76
hostel_b_block1,hostel_g_gh4,3.92
hostel_b_block1,hostel_g_gh5,3.86
hostel_b_block1,hostel_g_gh6,3.62
hostel_b_block1,loc_lhc_a,2.23
hostel_b_block1,loc_lhc_b,1.56
hostel_b_block1,loc_main_building,2.4
hostel_b_block1,loc_main_gate,2.8
hostel_b_block1,mess_b1_karavali,0.18
hostel_b_block1,mess_b2_aravali,0.62
hostel_b_block1,mess_b3_vindhya,1.16
hostel_b_block1,mess_b4_satpura,1.64
hostel_b_block1,mess_b5_nilgiri,2.18
hostel_b_block1,mess_b7_sahyadri,0.57
hostel_b_block1,mess_b8_trishul,2.14
hostel_b_block1,mess_gb,1.13
hostel_b_block1,mess_mega,1.94
hostel_b_block1,mess_pg_new_brahmagiri,0.46
hostel_b_block1,mess_pg_pushpagiri,0.9
hostel_b_block1,loc_suprabha_boys,2.51
hostel_b_block1,loc_suprabha_girls,4.4
hostel_b_block2,loc_boys_coop,1.69
hostel_b_block2,loc_central_library,2.51
hostel_b_block2,dept_chem,3.46
hostel_b_block2,dept_chemistry,2.06
hostel_b_block2,dept_civil,3.38
hostel_b_block2,dept_cse,4.64
hostel_b_block2,dept_ece,4.71
hostel_b_block2,dept_eee,4.88
hostel_b_block2,dept_hssm,2.29
hostel_b_block2,dept_it,4.81
hostel_b_block2,dept_macs,2.36
hostel_b_block2,dept_mech,3.77
hostel_b_block2,dept_mining,3.23
hostel_b_block2,dept_mme,2.97
hostel_b_block2,dept_physics,2.21
hostel_b_block2,dept_wroe,3.71
hostel_b_block2,loc_e_library,2.74
hostel_b_block2,loc_girls_coop,4.66
hostel_b_block2,hostel_b_block1,0.44
hostel_b_block2,hostel_b_block2,0.0
hostel_b_block2,hostel_b_block3,0.54
hostel_b_block2,hostel_b_block4,1.02
hostel_b_block2,hostel_b_block5,1.56
hostel_b_block2,hostel_b_block6,1.16
hostel_b_block2,hostel_b_block7,0.83
hostel_b_block2,hostel_b_block8,2.4
hostel_b_block2,hostel_b_brahmagiri,0.72
hostel_b_block2,hostel_b_mt1,2.08
hostel_b_block2,hostel_b_mt2,2.12
hostel_b_block2,hostel_b_mt3,2.48
hostel_b_block2,hostel_b_shivalik,2.02
hostel_b_block2,hostel_g_gh1,4.16
hostel_b_block2,hostel_g_gh2,3.92
hostel_b_block2,hostel_g_gh3,4.2
hostel_b_block2,hostel_g_gh4,4.36
hostel_b_block2,hostel_g_gh5,4.3
hostel_b_block2,hostel_g_gh6,4.06
hostel_b_block2,loc_lhc_a,2.67
hostel_b_block2,loc_lhc_b,2.0
hostel_b_block2,loc_main_building,2.84
hostel_b_block2,loc_main_gate,3.24
hostel_b_block2,mess_b1_karavali,0.62
hostel_b_block2,mess_b2_aravali,0.18
hostel_b_block2,mess_b3_vindhya,0.72
hostel_b_block2,mess_b4_satpura,1.2
hostel_b_block2,mess_b5_nilgiri,1.74
hostel_b_block2,mess_b7_sahyadri,1.01
hostel_b_block2,mess_b8_trishul,2.58
hostel_b_block2,mess_gb,1.57
hostel_b_block2,mess_mega,1.81
hostel_b_block2,mess_pg_new_brahmagiri,0.9
hostel_b_block2,mess_pg_pushpagiri,1.34
hostel_b_block2,loc_suprabha_boys,2.4
hostel_b_block2,loc_suprabha_girls,4.84
hostel_b_block3,loc_boys_coop,1.96
hostel_b_block3,loc_central_library,2.78
hostel_b_block3,dept_chem,3.73
hostel_b_block3,dept_chemistry,2.33
hostel_b_block3,dept_civil,3.65
hostel_b_block3,dept_cse,4.91
hostel_b_block3,dept_ece,4.98
hostel_b_block3,dept_eee,5.15
hostel_b_block3,dept_hssm,2.56
hostel_b_block3,dept_it,5.08
hostel_b_block3,dept_macs,2.63
hostel_b_block3,dept_mech,4.04
hostel_b_block3,dept_mining,3.5
hostel_b_block3,dept_mme,3.24
hostel_b_block3,dept_physics,2.48
hostel_b_block3,dept_wroe,3.98
hostel_b_block3,loc_e_library,3.01
hostel_b_block3,loc_girls_coop,4.93
hostel_b_block3,hostel_b_block1,0.98
hostel_b_block3,hostel_b_block2,0.54
hostel_b_block3,hostel_b_block3,0.0
hostel_b_block3,hostel_b_block4,0.48
hostel_b_block3,hostel_b_block5,1.02
hostel_b_block3,hostel_b_block6,1.7
hostel_b_block3,hostel_b_block7,1.37
hostel_b_block3,hostel_b_block8,2.53
hostel_b_block3,hostel_b_brahmagiri,1.26
hostel_b_block3,hostel_b_mt1,1.54
hostel_b_block3,hostel_b_mt2,1.58
hostel_b_block3,hostel_b_mt3,1.94
hostel_b_block3,hostel_b_shivalik,2.29
hostel_b_block3,hostel_g_gh1,4.43
hostel_b_block3,hostel_g_gh2,4.19
hostel_b_block3,hostel_g_gh3,4.47
hostel_b_block3,hostel_g_gh4,4.63
hostel_b_block3,hostel_g_gh5,4.57
hostel_b_block3,hostel_g_gh6,4.33
hostel_b_block3,loc_lhc_a,2.94
hostel_b_block3,loc_lhc_b,2.27
hostel_b_block3,loc_main_building,3.11
hostel_b_block3,loc_main_gate,3.51
hostel_b_block3,mess_b1_karavali,1.16
hostel_b_block3,mess_b2_aravali,0.72
hostel_b_block3,mess_b3_vindhya,0.18
hostel_b_block3,mess_b4_satpura,0.66
hostel_b_block3,mess_b5_nilgiri,1.2
hostel_b_block3,mess_b7_sahyadri,1.55
hostel_b_block3,mess_b8_trishul,2.71
hostel_b_block3,mess_gb,2.11
hostel_b_block3,mess_mega,1.27
hostel_b_block3,mess_pg_new_brahmagiri,1.44
hostel_b_block3,mess_pg_pushpagiri,1.88
hostel_b_block3,loc_suprabha_boys,1.86
hostel_b_block3,loc_suprabha_girls,5.11
hostel_b_block4,loc_boys_coop,1.48
hostel_b_block4,loc_central_library,2.3
hostel_b_block4,dept_chem,3.25
hostel_b_block4,dept_chemistry,1.85
hostel_b_block4,dept_civil,3.17
hostel_b_block4,dept_cse,4.43
hostel_b_block4,dept_ece,4.5
hostel_b_block4,dept_eee,4.67
hostel_b_block4,dept_hssm,2.08
hostel_b_block4,dept_it,4.6
hostel_b_block4,dept_macs,2.15
hostel_b_block4,dept_mech,3.56
hostel_b_block4,dept_mining,3.02
hostel_b_block4,dept_mme,2.76
hostel_b_block4,dept_physics,2.0
hostel_b_block4,dept_wroe,3.5
hostel_b_block4,loc_e_library,2.53
hostel_b_block4,loc_girls_coop,4.45
hostel_b_block4,hostel_b_block1,1.46
hostel_b_block4,hostel_b_block2,1.02
hostel_b_block4,hostel_b_block3,0.48
hostel_b_block4,hostel_b_block4,0.0
hostel_b_block4,hostel_b_block5,0.54
hostel_b_block4,hostel_b_block6,2.18
hostel_b_block4,hostel_b_block7,1.85
hostel_b_block4,hostel_b_block8,2.05
hostel_b_block4,hostel_b_brahmagiri,1.74
hostel_b_block4,hostel_b_mt1,1.06
hostel_b_block4,hostel_b_mt2,1.1
hostel_b_block4,hostel_b_mt3,1.46
hostel_b_block4,hostel_b_shivalik,1.81
hostel_b_block4,hostel_g_gh1,3.95
hostel_b_block4,hostel_g_gh2,3.71
hostel_b_block4,hostel_g_gh3,3.99
hostel_b_block4,hostel_g_gh4,4.15
hostel_b_block4,hostel_g_gh5,4.09
hostel_b_block4,hostel_g_gh6,3.85
hostel_b_block4,loc_lhc_a,2.46
hostel_b_block4,loc_lhc_b,1.79
hostel_b_block4,loc_main_building,2.63
hostel_b_block4,loc_main_gate,3.03
hostel_b_block4,mess_b1_karavali,1.64
hostel_b_block4,mess_b2_aravali,1.2
hostel_b_block4,mess_b3_vindhya,0.66
hostel_b_block4,mess_b4_satpura,0.18
hostel_b_block4,mess_b5_nilgiri,0.72
hostel_b_block4,mess_b7_sahyadri,2.03
hostel_b_block4,mess_b8_trishul,2.23
hostel_b_block4,mess_gb,2.59
hostel_b_block4,mess_mega,0.79
hostel_b_block4,mess_pg_new_brahmagiri,1.92
hostel_b_block4,mess_pg_pushpagiri,2.36
hostel_b_block4,loc_suprabha_boys,1.38
hostel_b_block4,loc_suprabha_girls,4.63
hostel_b_block5,loc_boys_coop,2.02
hostel_b_block5,loc_central_library,2.84
hostel_b_block5,dept_chem,3.79
hostel_b_block5,dept_chemistry,2.39
hostel_b_block5,dept_civil,3.71
hostel_b_block5,dept_cse,4.97
hostel_b_block5,dept_ece,5.04
hostel_b_block5,dept_eee,5.21
hostel_b_block5,dept_hssm,2.62
hostel_b_block5,dept_it,5.14
hostel_b_block5,dept_macs,2.69
hostel_b_block5,dept_mech,4.1
hostel_b_block5,dept_mining,3.56
hostel_b_block5,dept_mme,3.3
hostel_b_block5,dept_physics,2.54
hostel_b_block5,dept_wroe,4.04
hostel_b_block5,loc_e_library,3.07
hostel_b_block5,loc_girls_coop,4.99
hostel_b_block5,hostel_b_block1,2.0
hostel_b_block5,hostel_b_block2,1.56
hostel_b_block5,hostel_b_block3,1.02
hostel_b_block5,hostel_b_block4,0.54
hostel_b_block5,hostel_b_block5,0.0
hostel_b_block5,hostel_b_block6,2.72
hostel_b_block5,hostel_b_block7,2.39
hostel_b_block5,hostel_b_block8,1.75
hostel_b_block5,hostel_b_brahmagiri,2.28
hostel_b_block5,hostel_b_mt1,1.6
hostel_b_block5,hostel_b_mt2,1.32
hostel_b_block5,hostel_b_mt3,1.16
hostel_b_block5,hostel_b_shivalik,2.13
hostel_b_block5,hostel_g_gh1,4.49
hostel_b_block5,hostel_g_gh2,4.25
hostel_b_block5,hostel_g_gh3,4.53
hostel_b_block5,hostel_g_gh4,4.69
hostel_b_block5,hostel_g_gh5,4.63
hostel_b_block5,hostel_g_gh6,4.39
hostel_b_block5,loc_lhc_a,3.0
hostel_b_block5,loc_lhc_b,2.33
hostel_b_block5,loc_main_building,3.17
hostel_b_block5,loc_main_gate,3.57
hostel_b_block5,mess_b1_karavali,2.18
hostel_b_block5,mess_b2_aravali,1.74
hostel_b_block5,mess_b3_vindhya,1.2
hostel_b_block5,mess_b4_satpura,0.72
hostel_b_block5,mess_b5_nilgiri,0.18
hostel_b_block5,mess_b7_sahyadri,2.57
hostel_b_block5,mess_b8_trishul,1.93
hostel_b_block5,mess_gb,3.13
hostel_b_block5,mess_mega,1.33
hostel_b_block5,mess_pg_new_brahmagiri,2.46
hostel_b_block5,mess_pg_pushpagiri,2.9
hostel_b_block5,loc_suprabha_boys,0.84
hostel_b_block5,loc_suprabha_girls,5.17
hostel_b_block6,loc_boys_coop,1.97
hostel_b_block6,loc_central_library,2.79
hostel_b_block6,dept_chem,3.74
hostel_b_block6,dept_chemistry,2.34
hostel_b_block6,dept_civil,3.66
hostel_b_block6,dept_cse,4.92
hostel_b_block6,dept_ece,4.99
hostel_b_block6,dept_eee,5.16
hostel_b_block6,dept_hssm,2.57
hostel_b_block6,dept_it,5.09
hostel_b_block6,dept_macs,2.64
hostel_b_block6,dept_mech,4.05
hostel_b_block6,dept_mining,3.51
hostel_b_block6,dept_mme,3.25
hostel_b_block6,dept_physics,2.49
hostel_b_block6,dept_wroe,3.99
hostel_b_block6,loc_e_library,3.02
hostel_b_block6,loc_girls_coop,4.94
hostel_b_block6,hostel_b_block1,0.72
hostel_b_block6,hostel_b_block2,1.16
hostel_b_block6,hostel_b_block3,1.7
hostel_b_block6,hostel_b_block4,2.18
hostel_b_block6,hostel_b_block5,2.72
hostel_b_block6,hostel_b_block6,0.0
hostel_b_block6,hostel_b_block7,1.11
hostel_b_block6,hostel_b_block8,2.68
hostel_b_block6,hostel_b_brahmagiri,0.44
hostel_b_block6,hostel_b_mt1,2.39
hostel_b_block6,hostel_b_mt2,2.75
hostel_b_block6,hostel_b_mt3,3.11
hostel_b_block6,hostel_b_shivalik,2.3
hostel_b_block6,hostel_g_gh1,4.44
hostel_b_block6,hostel_g_gh2,4.2
hostel_b_block6,hostel_g_gh3,4.48
hostel_b_block6,hostel_g_gh4,4.64
hostel_b_block6,hostel_g_gh5,4.58
hostel_b_block6,hostel_g_gh6,4.34
hostel_b_block6,loc_lhc_a,2.95
hostel_b_block6,loc_lhc_b,2.28
hostel_b_block6,loc_main_building,3.12
hostel_b_block6,loc_main_gate,3.52
hostel_b_block6,mess_b1_karavali,0.9
hostel_b_block6,mess_b2_aravali,1.34
hostel_b_block6,mess_b3_vindhya,1.88
hostel_b_block6,mess_b4_satpura,2.36
hostel_b_block6,mess_b5_nilgiri,2.9
hostel_b_block6,mess_b7_sahyadri,1.29
hostel_b_block6,mess_b8_trishul,2.86
hostel_b_block6,mess_gb,1.85
hostel_b_block6,mess_mega,2.66
hostel_b_block6,mess_pg_new_brahmagiri,0.62
hostel_b_block6,mess_pg_pushpagiri,0.18
hostel_b_block6,loc_suprabha_boys,3.23
hostel_b_block6,loc_suprabha_girls,5.12
hostel_b_block7,loc_boys_coop,0.86
hostel_b_block7,loc_central_library,1.68
hostel_b_block7,dept_chem,2.63
hostel_b_block7,dept_chemistry,1.23
hostel_b_block7,dept_civil,2.55
hostel_b_block7,dept_cse,3.81
hostel_b_block7,dept_ece,3.88
hostel_b_block7,dept_eee,4.05
hostel_b_block7,dept_hssm,1.46
hostel_b_block7,dept_it,3.98
hostel_b_block7,dept_macs,1.53
hostel_b_block7,dept_mech,2.94
hostel_b_block7,dept_mining,2.4
hostel_b_block7,dept_mme,2.14
hostel_b_block7,dept_physics,1.38
hostel_b_block7,dept_wroe,2.88
hostel_b_block7,loc_e_library,1.91
hostel_b_block7,loc_girls_coop,3.83
hostel_b_block7,hostel_b_block1,0.39
hostel_b_block7,hostel_b_block2,0.83
hostel_b_block7,hostel_b_block3,1.37
hostel_b_block7,hostel_b_block4,1.85
hostel_b_block7,hostel_b_block5,2.39
hostel_b_block7,hostel_b_block6,1.11
hostel_b_block7,hostel_b_block7,0.0
hostel_b_block7,hostel_b_block8,1.57
hostel_b_block7,hostel_b_brahmagiri,0.67
hostel_b_block7,hostel_b_mt1,1.28
hostel_b_block7,hostel_b_mt2,1.64
hostel_b_block7,hostel_b_mt3,2.0
hostel_b_block7,hostel_b_shivalik,1.19
hostel_b_block7,hostel_g_gh1,3.33
hostel_b_block7,hostel_g_gh2,3.09
hostel_b_block7,hostel_g_gh3,3.37
hostel_b_block7,hostel_g_gh4,3.53
hostel_b_block7,hostel_g_gh5,3.47
hostel_b_block7,hostel_g_gh6,3.23
hostel_b_block7,loc_lhc_a,1.84
hostel_b_block7,loc_lhc_b,1.17
hostel_b_block7,loc_main_building,2.01
hostel_b_block7,loc_main_gate,2.41
hostel_b_block7,mess_b1_karavali,0.57
hostel_b_block7,mess_b2_aravali,1.01
hostel_b_block7,mess_b3_vindhya,1.55
hostel_b_block7,mess_b4_satpura,2.03
hostel_b_block7,mess_b5_nilgiri,2.57
hostel_b_block7,mess_b7_sahyadri,0.18
hostel_b_block7,mess_b8_trishul,1.75
hostel_b_block7,mess_gb,0.74
hostel_b_block7,mess_mega,1.55
hostel_b_block7,mess_pg_new_brahmagiri,0.85
hostel_b_block7,mess_pg_pushpagiri,1.29
hostel_b_block7,loc_suprabha_boys,2.12
hostel_b_block7,loc_suprabha_girls,4.01
hostel_b_block8,loc_boys_coop,0.71
hostel_b_block8,loc_central_library,1.53
hostel_b_block8,dept_chem,2.48
hostel_b_block8,dept_chemistry,1.08
hostel_b_block8,dept_civil,2.4
hostel_b_block8,dept_cse,3.66
hostel_b_block8,dept_ece,3.73
hostel_b_block8,dept_eee,3.9
hostel_b_block8,dept_hssm,1.31
hostel_b_block8,dept_it,3.83
hostel_b_block8,dept_macs,1.38
hostel_b_block8,dept_mech,2.79
hostel_b_block8,dept_mining,2.25
hostel_b_block8,dept_mme,1.99
hostel_b_block8,dept_physics,1.23
hostel_b_block8,dept_wroe,2.73
hostel_b_block8,loc_e_library,1.76
hostel_b_block8,loc_girls_coop,3.68
hostel_b_block8,hostel_b_block1,1.96
hostel_b_block8,hostel_b_block2,2.4
hostel_b_block8,hostel_b_block3,2.53
hostel_b_block8,hostel_b_block4,2.05
hostel_b_block8,hostel_b_block5,1.75
hostel_b_block8,hostel_b_block6,2.68
hostel_b_block8,hostel_b_block7,1.57
hostel_b_block8,hostel_b_block8,0.0
hostel_b_block8,hostel_b_brahmagiri,2.24
hostel_b_block8,hostel_b_mt1,1.13
hostel_b_block8,hostel_b_mt2,0.95
hostel_b_block8,hostel_b_mt3,0.59
hostel_b_block8,hostel_b_shivalik,0.38
hostel_b_block8,hostel_g_gh1,3.18
hostel_b_block8,hostel_g_gh2,2.94
hostel_b_block8,hostel_g_gh3,3.22
hostel_b_block8,hostel_g_gh4,3.38
hostel_b_block8,hostel_g_gh5,3.32
hostel_b_block8,hostel_g_gh6,3.08
hostel_b_block8,loc_lhc_a,1.69
hostel_b_block8,loc_lhc_b,1.02
