origin_id,destination_id,distance_km
dept_mme,hostel_b_brahmagiri,0.826
dept_mme,hostel_b_mt1,0.477
dept_mme,hostel_b_mt2,0.597
dept_mme,hostel_b_mt3,0.662
dept_mme,hostel_b_shivalik,0.419
dept_mme,hostel_g_gh1,0.532
dept_mme,hostel_g_gh2,0.471
dept_mme,hostel_g_gh3,0.506
dept_mme,hostel_g_gh4,0.466
dept_mme,hostel_g_gh5,0.421
dept_mme,hostel_g_gh6,0.361
dept_mme,loc_lhc_a,0.176
dept_mme,loc_lhc_b,0.232
dept_mme,loc_main_building,0.108
dept_mme,loc_main_gate,0.242
dept_mme,mess_b1_karavali,0.771
dept_mme,mess_b2_aravali,0.881
dept_mme,mess_b3_vindhya,0.878
dept_mme,mess_b4_satpura,0.758
dept_mme,mess_b5_nilgiri,0.801
dept_mme,mess_b7_sahyadri,0.64
dept_mme,mess_b8_trishul,0.53
dept_mme,mess_gb,0.687
dept_mme,mess_mega,0.545
dept_mme,mess_pg_new_brahmagiri,0.841
dept_mme,mess_pg_pushpagiri,0.951
dept_mme,loc_suprabha_boys,0.716
dept_mme,loc_suprabha_girls,0.426
dept_physics,loc_boys_coop,0.174
dept_physics,loc_central_library,0.17
dept_physics,dept_chem,0.485
dept_physics,dept_chemistry,0.05
dept_physics,dept_civil,0.459
dept_physics,dept_cse,0.763
dept_physics,dept_ece,0.788
dept_physics,dept_eee,0.847
dept_physics,dept_hssm,0.027
dept_physics,dept_it,0.822
dept_physics,dept_macs,0.121
dept_physics,dept_mech,0.588
dept_physics,dept_mining,0.409
dept_physics,dept_mme,0.323
dept_physics,dept_physics,0.0
dept_physics,dept_wroe,0.568
dept_physics,loc_e_library,0.246
dept_physics,loc_girls_coop,0.734
dept_physics,hostel_b_block1,0.593
dept_physics,hostel_b_block2,0.703
dept_physics,hostel_b_block3,0.7
dept_physics,hostel_b_block4,0.58
dept_physics,hostel_b_block5,0.623
dept_physics,hostel_b_block6,0.773
dept_physics,hostel_b_block7,0.462
dept_physics,hostel_b_block8,0.352
dept_physics,hostel_b_brahmagiri,0.663
dept_physics,hostel_b_mt1,0.314
dept_physics,hostel_b_mt2,0.434
dept_physics,hostel_b_mt3,0.499
dept_physics,hostel_b_shivalik,0.256
dept_physics,hostel_g_gh1,0.701
dept_physics,hostel_g_gh2,0.64
dept_physics,hostel_g_gh3,0.711
dept_physics,hostel_g_gh4,0.751
dept_physics,hostel_g_gh5,0.744
dept_physics,hostel_g_gh6,0.684
dept_physics,loc_lhc_a,0.193
dept_physics,loc_lhc_b,0.151
dept_physics,loc_main_building,0.279
dept_physics,loc_main_gate,0.413
dept_physics,mess_b1_karavali,0.608
dept_physics,mess_b2_aravali,0.718
dept_physics,mess_b3_vindhya,0.715
dept_physics,mess_b4_satpura,0.595
dept_physics,mess_b5_nilgiri,0.638
dept_physics,mess_b7_sahyadri,0.477
dept_physics,mess_b8_trishul,0.367
dept_physics,mess_gb,0.524
dept_physics,mess_mega,0.382
dept_physics,mess_pg_new_brahmagiri,0.678
dept_physics,mess_pg_pushpagiri,0.788
dept_physics,loc_suprabha_boys,0.553
dept_physics,loc_suprabha_girls,0.749
dept_wroe,loc_boys_coop,0.582
dept_wroe,loc_central_library,0.398
dept_wroe,dept_chem,0.275
dept_wroe,dept_chemistry,0.618
dept_wroe,dept_civil,0.109
dept_wroe,dept_cse,0.459
dept_wroe,dept_ece,0.459
dept_wroe,dept_eee,0.518
dept_wroe,dept_hssm,0.541
dept_wroe,dept_it,0.493
dept_wroe,dept_macs,0.447
dept_wroe,dept_mech,0.172
dept_wroe,dept_mining,0.159
dept_wroe,dept_mme,0.399
dept_wroe,dept_physics,0.568
dept_wroe,dept_wroe,0.0
dept_wroe,loc_e_library,0.415
dept_wroe,loc_girls_coop,0.318
dept_wroe,hostel_b_block1,1.001
dept_wroe,hostel_b_block2,1.111
dept_wroe,hostel_b_block3,1.108
dept_wroe,hostel_b_block4,0.988
dept_wroe,hostel_b_block5,1.031
dept_wroe,hostel_b_block6,1.181
dept_wroe,hostel_b_block7,0.87
dept_wroe,hostel_b_block8,0.76
dept_wroe,hostel_b_brahmagiri,1.071
dept_wroe,hostel_b_mt1,0.722
dept_wroe,hostel_b_mt2,0.842
dept_wroe,hostel_b_mt3,0.907
dept_wroe,hostel_b_shivalik,0.664
dept_wroe,hostel_g_gh1,0.15
dept_wroe,hostel_g_gh2,0.211
dept_wroe,hostel_g_gh3,0.282
dept_wroe,hostel_g_gh4,0.322
dept_wroe,hostel_g_gh5,0.328
dept_wroe,hostel_g_gh6,0.268
dept_wroe,loc_lhc_a,0.421
dept_wroe,loc_lhc_b,0.477
dept_wroe,loc_main_building,0.291
dept_wroe,loc_main_gate,0.271
dept_wroe,mess_b1_karavali,1.016
dept_wroe,mess_b2_aravali,1.126
dept_wroe,mess_b3_vindhya,1.123
dept_wroe,mess_b4_satpura,1.003
dept_wroe,mess_b5_nilgiri,1.046
dept_wroe,mess_b7_sahyadri,0.885
dept_wroe,mess_b8_trishul,0.775
dept_wroe,mess_gb,0.932
dept_wroe,mess_mega,0.79
dept_wroe,mess_pg_new_brahmagiri,1.086
dept_wroe,mess_pg_pushpagiri,1.196
dept_wroe,loc_suprabha_boys,0.961
dept_wroe,loc_suprabha_girls,0.333
loc_e_library,loc_boys_coop,0.26
loc_e_library,loc_central_library,0.076
loc_e_library,dept_chem,0.239
loc_e_library,dept_chemistry,0.296
loc_e_library,dept_civil,0.306
loc_e_library,dept_cse,0.608
loc_e_library,dept_ece,0.633
loc_e_library,dept_eee,0.692
loc_e_library,dept_hssm,0.219
loc_e_library,dept_it,0.667
loc_e_library,dept_macs,0.125
loc_e_library,dept_mech,0.342
loc_e_library,dept_mining,0.256
loc_e_library,dept_mme,0.077
loc_e_library,dept_physics,0.246
loc_e_library,dept_wroe,0.415
loc_e_library,loc_e_library,0.0
loc_e_library,loc_girls_coop,0.488
loc_e_library,hostel_b_block1,0.679
loc_e_library,hostel_b_block2,0.789
loc_e_library,hostel_b_block3,0.786
loc_e_library,hostel_b_block4,0.666
loc_e_library,hostel_b_block5,0.709
loc_e_library,hostel_b_block6,0.859
loc_e_library,hostel_b_block7,0.548
loc_e_library,hostel_b_block8,0.438
loc_e_library,hostel_b_brahmagiri,0.749
loc_e_library,hostel_b_mt1,0.4
loc_e_library,hostel_b_mt2,0.52
loc_e_library,hostel_b_mt3,0.585
loc_e_library,hostel_b_shivalik,0.342
loc_e_library,hostel_g_gh1,0.548
loc_e_library,hostel_g_gh2,0.487
loc_e_library,hostel_g_gh3,0.558
loc_e_library,hostel_g_gh4,0.543
loc_e_library,hostel_g_gh5,0.498
loc_e_library,hostel_g_gh6,0.438
loc_e_library,loc_lhc_a,0.099
loc_e_library,loc_lhc_b,0.155
loc_e_library,loc_main_building,0.124
loc_e_library,loc_main_gate,0.258
loc_e_library,mess_b1_karavali,0.694
loc_e_library,mess_b2_aravali,0.804
loc_e_library,mess_b3_vindhya,0.801
loc_e_library,mess_b4_satpura,0.681
loc_e_library,mess_b5_nilgiri,0.724
loc_e_library,mess_b7_sahyadri,0.563
loc_e_library,mess_b8_trishul,0.453
loc_e_library,mess_gb,0.61
loc_e_library,mess_mega,0.468
loc_e_library,mess_pg_new_brahmagiri,0.764
loc_e_library,mess_pg_pushpagiri,0.874
loc_e_library,loc_suprabha_boys,0.639
loc_e_library,loc_suprabha_girls,0.503
loc_girls_coop,loc_boys_coop,0.748
loc_girls_coop,loc_central_library,0.564
loc_girls_coop,dept_chem,0.249
loc_girls_coop,dept_chemistry,0.784
loc_girls_coop,dept_civil,0.367
loc_girls_coop,dept_cse,0.717
loc_girls_coop,dept_ece,0.717
loc_girls_coop,dept_eee,0.776
loc_girls_coop,dept_hssm,0.707
loc_girls_coop,dept_it,0.751
loc_girls_coop,dept_macs,0.613
loc_girls_coop,dept_mech,0.146
loc_girls_coop,dept_mining,0.417
loc_girls_coop,dept_mme,0.411
loc_girls_coop,dept_physics,0.734
loc_girls_coop,dept_wroe,0.318
loc_girls_coop,loc_e_library,0.488
loc_girls_coop,loc_girls_coop,0.0
loc_girls_coop,hostel_b_block1,1.167
loc_girls_coop,hostel_b_block2,1.277
loc_girls_coop,hostel_b_block3,1.274
loc_girls_coop,hostel_b_block4,1.154
loc_girls_coop,hostel_b_block5,1.197
loc_girls_coop,hostel_b_block6,1.347
loc_girls_coop,hostel_b_block7,1.036
loc_girls_coop,hostel_b_block8,0.926
loc_girls_coop,hostel_b_brahmagiri,1.237
loc_girls_coop,hostel_b_mt1,0.888
loc_girls_coop,hostel_b_mt2,1.008
loc_girls_coop,hostel_b_mt3,1.073
loc_girls_coop,hostel_b_shivalik,0.83
loc_girls_coop,hostel_g_gh1,0.247
loc_girls_coop,hostel_g_gh2,0.186
loc_girls_coop,hostel_g_gh3,0.115
loc_girls_coop,hostel_g_gh4,0.075
loc_girls_coop,hostel_g_gh5,0.11
loc_girls_coop,hostel_g_gh6,0.05
loc_girls_coop,loc_lhc_a,0.587
loc_girls_coop,loc_lhc_b,0.643
loc_girls_coop,loc_main_building,0.519
loc_girls_coop,loc_main_gate,0.529
loc_girls_coop,mess_b1_karavali,1.182
loc_girls_coop,mess_b2_aravali,1.292
loc_girls_coop,mess_b3_vindhya,1.289
loc_girls_coop,mess_b4_satpura,1.169
loc_girls_coop,mess_b5_nilgiri,1.212
loc_girls_coop,mess_b7_sahyadri,1.051
loc_girls_coop,mess_b8_trishul,0.941
loc_girls_coop,mess_gb,1.098
loc_girls_coop,mess_mega,0.956
loc_girls_coop,mess_pg_new_brahmagiri,1.252
loc_girls_coop,mess_pg_pushpagiri,1.362
loc_girls_coop,loc_suprabha_boys,1.127
loc_girls_coop,loc_suprabha_girls,0.015
hostel_b_block1,loc_boys_coop,0.419
hostel_b_block1,loc_central_library,0.603
hostel_b_block1,dept_chem,0.918
hostel_b_block1,dept_chemistry,0.543
hostel_b_block1,dept_civil,0.892
hostel_b_block1,dept_cse,1.196
hostel_b_block1,dept_ece,1.221
hostel_b_block1,dept_eee,1.28
hostel_b_block1,dept_hssm,0.62
hostel_b_block1,dept_it,1.255
hostel_b_block1,dept_macs,0.554
hostel_b_block1,dept_mech,1.021
hostel_b_block1,dept_mining,0.842
hostel_b_block1,dept_mme,0.756
hostel_b_block1,dept_physics,0.593
hostel_b_block1,dept_wroe,1.001
hostel_b_block1,loc_e_library,0.679
hostel_b_block1,loc_girls_coop,1.167
hostel_b_block1,hostel_b_block1,0.0
hostel_b_block1,hostel_b_block2,0.11
hostel_b_block1,hostel_b_block3,0.244
hostel_b_block1,hostel_b_block4,0.364
hostel_b_block1,hostel_b_block5,0.5
hostel_b_block1,hostel_b_block6,0.18
hostel_b_block1,hostel_b_block7,0.131
hostel_b_block1,hostel_b_block8,0.597
hostel_b_block1,hostel_b_brahmagiri,0.07
hostel_b_block1,hostel_b_mt1,0.559
hostel_b_block1,hostel_b_mt2,0.639
hostel_b_block1,hostel_b_mt3,0.649
hostel_b_block1,hostel_b_shivalik,0.501
hostel_b_block1,hostel_g_gh1,1.134
hostel_b_block1,hostel_g_gh2,1.073
hostel_b_block1,hostel_g_gh3,1.144
hostel_b_block1,hostel_g_gh4,1.184
hostel_b_block1,hostel_g_gh5,1.177
hostel_b_block1,hostel_g_gh6,1.117
hostel_b_block1,loc_lhc_a,0.58
hostel_b_block1,loc_lhc_b,0.524
hostel_b_block1,loc_main_building,0.712
hostel_b_block1,loc_main_gate,0.846
hostel_b_block1,mess_b1_karavali,0.015
hostel_b_block1,mess_b2_aravali,0.125
hostel_b_block1,mess_b3_vindhya,0.259
hostel_b_block1,mess_b4_satpura,0.379
hostel_b_block1,mess_b5_nilgiri,0.515
hostel_b_block1,mess_b7_sahyadri,0.146
hostel_b_block1,mess_b8_trishul,0.612
hostel_b_block1,mess_gb,0.193
hostel_b_block1,mess_mega,0.562
hostel_b_block1,mess_pg_new_brahmagiri,0.085
hostel_b_block1,mess_pg_pushpagiri,0.195
hostel_b_block1,loc_suprabha_boys,0.57
hostel_b_block1,loc_suprabha_girls,1.182
hostel_b_block2,loc_boys_coop,0.529
hostel_b_block2,loc_central_library,0.713
hostel_b_block2,dept_chem,1.028
hostel_b_block2,dept_chemistry,0.653
hostel_b_block2,dept_civil,1.002
hostel_b_block2,dept_cse,1.306
hostel_b_block2,dept_ece,1.331
hostel_b_block2,dept_eee,1.39
hostel_b_block2,dept_hssm,0.73
hostel_b_block2,dept_it,1.365
hostel_b_block2,dept_macs,0.664
hostel_b_block2,dept_mech,1.131
hostel_b_block2,dept_mining,0.952
hostel_b_block2,dept_mme,0.866
hostel_b_block2,dept_physics,0.703
hostel_b_block2,dept_wroe,1.111
hostel_b_block2,loc_e_library,0.789
hostel_b_block2,loc_girls_coop,1.277
hostel_b_block2,hostel_b_block1,0.11
hostel_b_block2,hostel_b_block2,0.0
hostel_b_block2,hostel_b_block3,0.134
hostel_b_block2,hostel_b_block4,0.254
hostel_b_block2,hostel_b_block5,0.39
hostel_b_block2,hostel_b_block6,0.29
hostel_b_block2,hostel_b_block7,0.241
hostel_b_block2,hostel_b_block8,0.686
hostel_b_block2,hostel_b_brahmagiri,0.18
hostel_b_block2,hostel_b_mt1,0.52
hostel_b_block2,hostel_b_mt2,0.529
hostel_b_block2,hostel_b_mt3,0.539
hostel_b_block2,hostel_b_shivalik,0.611
hostel_b_block2,hostel_g_gh1,1.244
hostel_b_block2,hostel_g_gh2,1.183
hostel_b_block2,hostel_g_gh3,1.254
hostel_b_block2,hostel_g_gh4,1.294
hostel_b_block2,hostel_g_gh5,1.287
hostel_b_block2,hostel_g_gh6,1.227
hostel_b_block2,loc_lhc_a,0.69
hostel_b_block2,loc_lhc_b,0.634
hostel_b_block2,loc_main_building,0.822
hostel_b_block2,loc_main_gate,0.956
hostel_b_block2,mess_b1_karavali,0.125
hostel_b_block2,mess_b2_aravali,0.015
hostel_b_block2,mess_b3_vindhya,0.149
hostel_b_block2,mess_b4_satpura,0.269
hostel_b_block2,mess_b5_nilgiri,0.405
hostel_b_block2,mess_b7_sahyadri,0.256
hostel_b_block2,mess_b8_trishul,0.701
hostel_b_block2,mess_gb,0.303
hostel_b_block2,mess_mega,0.452
hostel_b_block2,mess_pg_new_brahmagiri,0.195
hostel_b_block2,mess_pg_pushpagiri,0.305
hostel_b_block2,loc_suprabha_boys,0.46
hostel_b_block2,loc_suprabha_girls,1.292
hostel_b_block3,loc_boys_coop,0.526
hostel_b_block3,loc_central_library,0.71
hostel_b_block3,dept_chem,1.025
hostel_b_block3,dept_chemistry,0.65
hostel_b_block3,dept_civil,0.999
hostel_b_block3,dept_cse,1.303
hostel_b_block3,dept_ece,1.328
hostel_b_block3,dept_eee,1.387
hostel_b_block3,dept_hssm,0.727
hostel_b_block3,dept_it,1.362
hostel_b_block3,dept_macs,0.661
hostel_b_block3,dept_mech,1.128
hostel_b_block3,dept_mining,0.949
hostel_b_block3,dept_mme,0.863
hostel_b_block3,dept_physics,0.7
hostel_b_block3,dept_wroe,1.108
hostel_b_block3,loc_e_library,0.786
hostel_b_block3,loc_girls_coop,1.274
hostel_b_block3,hostel_b_block1,0.244
hostel_b_block3,hostel_b_block2,0.134
hostel_b_block3,hostel_b_block3,0.0
hostel_b_block3,hostel_b_block4,0.12
hostel_b_block3,hostel_b_block5,0.256
hostel_b_block3,hostel_b_block6,0.424
hostel_b_block3,hostel_b_block7,0.375
hostel_b_block3,hostel_b_block8,0.552
hostel_b_block3,hostel_b_brahmagiri,0.314
hostel_b_block3,hostel_b_mt1,0.386
hostel_b_block3,hostel_b_mt2,0.395
hostel_b_block3,hostel_b_mt3,0.405
hostel_b_block3,hostel_b_shivalik,0.608
hostel_b_block3,hostel_g_gh1,1.241
hostel_b_block3,hostel_g_gh2,1.18
hostel_b_block3,hostel_g_gh3,1.251
hostel_b_block3,hostel_g_gh4,1.291
hostel_b_block3,hostel_g_gh5,1.284
hostel_b_block3,hostel_g_gh6,1.224
hostel_b_block3,loc_lhc_a,0.687
hostel_b_block3,loc_lhc_b,0.631
hostel_b_block3,loc_main_building,0.819
hostel_b_block3,loc_main_gate,0.953
hostel_b_block3,mess_b1_karavali,0.259
hostel_b_block3,mess_b2_aravali,0.149
hostel_b_block3,mess_b3_vindhya,0.015
hostel_b_block3,mess_b4_satpura,0.135
hostel_b_block3,mess_b5_nilgiri,0.271
hostel_b_block3,mess_b7_sahyadri,0.39
hostel_b_block3,mess_b8_trishul,0.567
hostel_b_block3,mess_gb,0.437
hostel_b_block3,mess_mega,0.318
hostel_b_block3,mess_pg_new_brahmagiri,0.329
hostel_b_block3,mess_pg_pushpagiri,0.439
hostel_b_block3,loc_suprabha_boys,0.326
hostel_b_block3,loc_suprabha_girls,1.289
hostel_b_block4,loc_boys_coop,0.406
hostel_b_block4,loc_central_library,0.59
hostel_b_block4,dept_chem,0.905
hostel_b_block4,dept_chemistry,0.53
hostel_b_block4,dept_civil,0.879
hostel_b_block4,dept_cse,1.183
hostel_b_block4,dept_ece,1.208
hostel_b_block4,dept_eee,1.267
hostel_b_block4,dept_hssm,0.607
hostel_b_block4,dept_it,1.242
hostel_b_block4,dept_macs,0.541
hostel_b_block4,dept_mech,1.008
hostel_b_block4,dept_mining,0.829
hostel_b_block4,dept_mme,0.743
hostel_b_block4,dept_physics,0.58
hostel_b_block4,dept_wroe,0.988
hostel_b_block4,loc_e_library,0.666
hostel_b_block4,loc_girls_coop,1.154
hostel_b_block4,hostel_b_block1,0.364
hostel_b_block4,hostel_b_block2,0.254
hostel_b_block4,hostel_b_block3,0.12
hostel_b_block4,hostel_b_block4,0.0
hostel_b_block4,hostel_b_block5,0.136
hostel_b_block4,hostel_b_block6,0.544
hostel_b_block4,hostel_b_block7,0.495
hostel_b_block4,hostel_b_block8,0.432
hostel_b_block4,hostel_b_brahmagiri,0.434
hostel_b_block4,hostel_b_mt1,0.266
hostel_b_block4,hostel_b_mt2,0.275
hostel_b_block4,hostel_b_mt3,0.285
hostel_b_block4,hostel_b_shivalik,0.488
hostel_b_block4,hostel_g_gh1,1.121
hostel_b_block4,hostel_g_gh2,1.06
hostel_b_block4,hostel_g_gh3,1.131
hostel_b_block4,hostel_g_gh4,1.171
hostel_b_block4,hostel_g_gh5,1.164
hostel_b_block4,hostel_g_gh6,1.104
hostel_b_block4,loc_lhc_a,0.567
hostel_b_block4,loc_lhc_b,0.511
hostel_b_block4,loc_main_building,0.699
hostel_b_block4,loc_main_gate,0.833
hostel_b_block4,mess_b1_karavali,0.379
hostel_b_block4,mess_b2_aravali,0.269
hostel_b_block4,mess_b3_vindhya,0.135
hostel_b_block4,mess_b4_satpura,0.015
hostel_b_block4,mess_b5_nilgiri,0.151
hostel_b_block4,mess_b7_sahyadri,0.51
hostel_b_block4,mess_b8_trishul,0.447
hostel_b_block4,mess_gb,0.557
hostel_b_block4,mess_mega,0.198
hostel_b_block4,mess_pg_new_brahmagiri,0.449
hostel_b_block4,mess_pg_pushpagiri,0.559
hostel_b_block4,loc_suprabha_boys,0.206
hostel_b_block4,loc_suprabha_girls,1.169
hostel_b_block5,loc_boys_coop,0.449
hostel_b_block5,loc_central_library,0.633
hostel_b_block5,dept_chem,0.948
hostel_b_block5,dept_chemistry,0.573
hostel_b_block5,dept_civil,0.922
hostel_b_block5,dept_cse,1.226
hostel_b_block5,dept_ece,1.251
hostel_b_block5,dept_eee,1.31
hostel_b_block5,dept_hssm,0.65
hostel_b_block5,dept_it,1.285
hostel_b_block5,dept_macs,0.584
hostel_b_block5,dept_mech,1.051
hostel_b_block5,dept_mining,0.872
hostel_b_block5,dept_mme,0.786
hostel_b_block5,dept_physics,0.623
hostel_b_block5,dept_wroe,1.031
hostel_b_block5,loc_e_library,0.709
hostel_b_block5,loc_girls_coop,1.197
hostel_b_block5,hostel_b_block1,0.5
hostel_b_block5,hostel_b_block2,0.39
hostel_b_block5,hostel_b_block3,0.256
hostel_b_block5,hostel_b_block4,0.136
hostel_b_block5,hostel_b_block5,0.0
hostel_b_block5,hostel_b_block6,0.68
hostel_b_block5,hostel_b_block7,0.631
hostel_b_block5,hostel_b_block8,0.296
hostel_b_block5,hostel_b_brahmagiri,0.57
hostel_b_block5,hostel_b_mt1,0.309
hostel_b_block5,hostel_b_mt2,0.189
hostel_b_block5,hostel_b_mt3,0.149
hostel_b_block5,hostel_b_shivalik,0.392
hostel_b_block5,hostel_g_gh1,1.164
hostel_b_block5,hostel_g_gh2,1.103
hostel_b_block5,hostel_g_gh3,1.174
hostel_b_block5,hostel_g_gh4,1.214
hostel_b_block5,hostel_g_gh5,1.207
hostel_b_block5,hostel_g_gh6,1.147
hostel_b_block5,loc_lhc_a,0.61
hostel_b_block5,loc_lhc_b,0.554
hostel_b_block5,loc_main_building,0.742
hostel_b_block5,loc_main_gate,0.876
hostel_b_block5,mess_b1_karavali,0.515
hostel_b_block5,mess_b2_aravali,0.405
hostel_b_block5,mess_b3_vindhya,0.271
hostel_b_block5,mess_b4_satpura,0.151
hostel_b_block5,mess_b5_nilgiri,0.015
hostel_b_block5,mess_b7_sahyadri,0.646
hostel_b_block5,mess_b8_trishul,0.311
hostel_b_block5,mess_gb,0.693
hostel_b_block5,mess_mega,0.266
hostel_b_block5,mess_pg_new_brahmagiri,0.585
hostel_b_block5,mess_pg_pushpagiri,0.695
hostel_b_block5,loc_suprabha_boys,0.07
hostel_b_block5,loc_suprabha_girls,1.212
hostel_b_block6,loc_boys_coop,0.599
hostel_b_block6,loc_central_library,0.783
hostel_b_block6,dept_chem,1.098
hostel_b_block6,dept_chemistry,0.723
hostel_b_block6,dept_civil,1.072
hostel_b_block6,dept_cse,1.376
hostel_b_block6,dept_ece,1.401
hostel_b_block6,dept_eee,1.46
hostel_b_block6,dept_hssm,0.8
hostel_b_block6,dept_it,1.435
hostel_b_block6,dept_macs,0.734
hostel_b_block6,dept_mech,1.201
hostel_b_block6,dept_mining,1.022
hostel_b_block6,dept_mme,0.936
hostel_b_block6,dept_physics,0.773
hostel_b_block6,dept_wroe,1.181
hostel_b_block6,loc_e_library,0.859
hostel_b_block6,loc_girls_coop,1.347
hostel_b_block6,hostel_b_block1,0.18
hostel_b_block6,hostel_b_block2,0.29
hostel_b_block6,hostel_b_block3,0.424
hostel_b_block6,hostel_b_block4,0.544
hostel_b_block6,hostel_b_block5,0.68
hostel_b_block6,hostel_b_block6,0.0
hostel_b_block6,hostel_b_block7,0.311
hostel_b_block6,hostel_b_block8,0.777
hostel_b_block6,hostel_b_brahmagiri,0.11
hostel_b_block6,hostel_b_mt1,0.739
hostel_b_block6,hostel_b_mt2,0.819
hostel_b_block6,hostel_b_mt3,0.829
hostel_b_block6,hostel_b_shivalik,0.681
hostel_b_block6,hostel_g_gh1,1.314
hostel_b_block6,hostel_g_gh2,1.253
hostel_b_block6,hostel_g_gh3,1.324
hostel_b_block6,hostel_g_gh4,1.364
hostel_b_block6,hostel_g_gh5,1.357
hostel_b_block6,hostel_g_gh6,1.297
hostel_b_block6,loc_lhc_a,0.76
hostel_b_block6,loc_lhc_b,0.704
hostel_b_block6,loc_main_building,0.892
hostel_b_block6,loc_main_gate,1.026
hostel_b_block6,mess_b1_karavali,0.195
hostel_b_block6,mess_b2_aravali,0.305
hostel_b_block6,mess_b3_vindhya,0.439
hostel_b_block6,mess_b4_satpura,0.559
hostel_b_block6,mess_b5_nilgiri,0.695
hostel_b_block6,mess_b7_sahyadri,0.326
hostel_b_block6,mess_b8_trishul,0.792
hostel_b_block6,mess_gb,0.373
hostel_b_block6,mess_mega,0.742
hostel_b_block6,mess_pg_new_brahmagiri,0.125
hostel_b_block6,mess_pg_pushpagiri,0.015
hostel_b_block6,loc_suprabha_boys,0.75
hostel_b_block6,loc_suprabha_girls,1.362
hostel_b_block7,loc_boys_coop,0.288
hostel_b_block7,loc_central_library,0.472
hostel_b_block7,dept_chem,0.787
hostel_b_block7,dept_chemistry,0.412
hostel_b_block7,dept_civil,0.761
hostel_b_block7,dept_cse,1.065
hostel_b_block7,dept_ece,1.09
hostel_b_block7,dept_eee,1.149
hostel_b_block7,dept_hssm,0.489
hostel_b_block7,dept_it,1.124
hostel_b_block7,dept_macs,0.423
hostel_b_block7,dept_mech,0.89
hostel_b_block7,dept_mining,0.711
hostel_b_block7,dept_mme,0.625
hostel_b_block7,dept_physics,0.462
hostel_b_block7,dept_wroe,0.87
hostel_b_block7,loc_e_library,0.548
hostel_b_block7,loc_girls_coop,1.036
hostel_b_block7,hostel_b_block1,0.131
hostel_b_block7,hostel_b_block2,0.241
hostel_b_block7,hostel_b_block3,0.375
hostel_b_block7,hostel_b_block4,0.495
hostel_b_block7,hostel_b_block5,0.631
hostel_b_block7,hostel_b_block6,0.311
hostel_b_block7,hostel_b_block7,0.0
hostel_b_block7,hostel_b_block8,0.466
hostel_b_block7,hostel_b_brahmagiri,0.201
hostel_b_block7,hostel_b_mt1,0.428
hostel_b_block7,hostel_b_mt2,0.548
hostel_b_block7,hostel_b_mt3,0.613
hostel_b_block7,hostel_b_shivalik,0.37
hostel_b_block7,hostel_g_gh1,1.003
hostel_b_block7,hostel_g_gh2,0.942
hostel_b_block7,hostel_g_gh3,1.013
hostel_b_block7,hostel_g_gh4,1.053
hostel_b_block7,hostel_g_gh5,1.046
hostel_b_block7,hostel_g_gh6,0.986
hostel_b_block7,loc_lhc_a,0.449
hostel_b_block7,loc_lhc_b,0.393
hostel_b_block7,loc_main_building,0.581
hostel_b_block7,loc_main_gate,0.715
hostel_b_block7,mess_b1_karavali,0.146
hostel_b_block7,mess_b2_aravali,0.256
hostel_b_block7,mess_b3_vindhya,0.39
hostel_b_block7,mess_b4_satpura,0.51
hostel_b_block7,mess_b5_nilgiri,0.646
hostel_b_block7,mess_b7_sahyadri,0.015
hostel_b_block7,mess_b8_trishul,0.481
hostel_b_block7,mess_gb,0.062
hostel_b_block7,mess_mega,0.496
hostel_b_block7,mess_pg_new_brahmagiri,0.216
hostel_b_block7,mess_pg_pushpagiri,0.326
hostel_b_block7,loc_suprabha_boys,0.667
hostel_b_block7,loc_suprabha_girls,1.051
hostel_b_block8,loc_boys_coop,0.178
hostel_b_block8,loc_central_library,0.362
hostel_b_block8,dept_chem,0.677
hostel_b_block8,dept_chemistry,0.302
hostel_b_block8,dept_civil,0.651
hostel_b_block8,dept_cse,0.955
hostel_b_block8,dept_ece,0.98
hostel_b_block8,dept_eee,1.039
hostel_b_block8,dept_hssm,0.379
hostel_b_block8,dept_it,1.014
hostel_b_block8,dept_macs,0.313
hostel_b_block8,dept_mech,0.78
hostel_b_block8,dept_mining,0.601
hostel_b_block8,dept_mme,0.515
hostel_b_block8,dept_physics,0.352
hostel_b_block8,dept_wroe,0.76
hostel_b_block8,loc_e_library,0.438
hostel_b_block8,loc_girls_coop,0.926
hostel_b_block8,hostel_b_block1,0.597
hostel_b_block8,hostel_b_block2,0.686
hostel_b_block8,hostel_b_block3,0.552
hostel_b_block8,hostel_b_block4,0.432
hostel_b_block8,hostel_b_block5,0.296
hostel_b_block8,hostel_b_block6,0.777
hostel_b_block8,hostel_b_block7,0.466
hostel_b_block8,hostel_b_block8,0.0
hostel_b_block8,hostel_b_brahmagiri,0.667
hostel_b_block8,hostel_b_mt1,0.318
hostel_b_block8,hostel_b_mt2,0.266
hostel_b_block8,hostel_b_mt3,0.147
hostel_b_block8,hostel_b_shivalik,0.096
hostel_b_block8,hostel_g_gh1,0.893
hostel_b_block8,hostel_g_gh2,0.832
hostel_b_block8,hostel_g_gh3,0.903
hostel_b_block8,hostel_g_gh4,0.943
hostel_b_block8,hostel_g_gh5,0.936
hostel_b_block8,hostel_g_gh6,0.876
hostel_b_block8,loc_lhc_a,0.339
hostel_b_block8,loc_lhc_b,0.283
hostel_b_block8,loc_main_building,0.471
